2024-11-18 18:55:06.446 GMT,,,1,,673b8d8a.1,1,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-18 18:55:06.447 GMT,,,1,,673b8d8a.1,2,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-18 18:55:06.447 GMT,,,1,,673b8d8a.1,3,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-18 18:55:06.474 GMT,,,1,,673b8d8a.1,4,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-18 18:55:06.528 GMT,,,30,,673b8d8a.1e,1,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"database system was interrupted; last known up at 2024-11-18 03:46:43 GMT",,,,,,,,"StartupXLOG, xlog.c:5479","","startup",,0
2024-11-18 18:55:10.199 GMT,,,30,,673b8d8a.1e,2,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"database system was not properly shut down; automatic recovery in progress",,,,,,,,"InitWalRecovery, xlogrecovery.c:937","","startup",,0
2024-11-18 18:55:10.242 GMT,,,30,,673b8d8a.1e,3,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"redo starts at 0/9468720",,,,,,,,"PerformWalRecovery, xlogrecovery.c:1739","","startup",,0
2024-11-18 18:55:10.243 GMT,,,30,,673b8d8a.1e,4,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"invalid record length at 0/9468758: expected at least 24, got 0",,,,,,,,"ReadRecord, xlogrecovery.c:3186","","startup",,0
2024-11-18 18:55:10.243 GMT,,,30,,673b8d8a.1e,5,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"redo done at 0/9468720 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s",,,,,,,,"PerformWalRecovery, xlogrecovery.c:1874","","startup",,0
2024-11-18 18:55:10.289 GMT,,,28,,673b8d8a.1c,1,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"checkpoint starting: end-of-recovery immediate wait",,,,,,,,"LogCheckpointStart, xlog.c:6661","","checkpointer",,0
2024-11-18 18:55:10.354 GMT,,,28,,673b8d8a.1c,2,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.020 s, sync=0.006 s, total=0.068 s; sync files=2, longest=0.003 s, average=0.003 s; distance=0 kB, estimate=0 kB; lsn=0/9468758, redo lsn=0/9468758",,,,,,,,"LogCheckpointEnd, xlog.c:6750","","checkpointer",,0
2024-11-18 18:55:10.363 GMT,,,1,,673b8d8a.1,5,,2024-11-18 18:55:06 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-18 18:55:25.121 GMT,"postgres","login",34,"172.18.0.3:47560",673b8d9c.22,1,"PARSE",2024-11-18 18:55:24 GMT,0/2,0,LOG,00000,"duration: 29.471 ms  parse s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE ""public"".""Users"".""email"" = $1 LIMIT $2 OFFSET $3",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
